x,y,floor,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8
2,4,2,-60.0,-64.2,-75.4,-67.2,-60.4,-42.1,-54.4,-59.2
2,4,2,-59.2,-68.6,-75.5,-64.8,-58.6,-40.2,-59.1,-57.8
2,4,2,-60.3,-64.8,-72.0,-65.6,-56.6,-41.7,-54.5,-54.9
2,4,2,-53.9,-69.1,-70.0,-64.7,-63.9,-45.5,-55.5,-57.4
4,4,2,-66.3,,-73.5,-65.1,-57.1,-44.3,-55.8,-60.2
4,4,2,-56.9,-66.1,-66.6,-65.2,-59.6,-47.0,-53.6,-55.7
4,4,2,-62.8,-66.5,-72.2,-66.6,-57.9,-49.0,-53.7,-59.1
4,4,2,-62.2,-66.8,-77.0,-64.8,-58.1,-44.2,-54.8,-57.1
4,4,2,-60.7,,-73.4,-70.5,-58.6,-45.8,-53.4,-54.5
4,4,2,-60.8,-64.0,-76.2,-66.4,-58.2,-43.0,-54.3,-53.2
4,4,2,-62.3,-67.1,-73.5,-69.5,-55.0,-41.9,-53.0,-54.3
4,4,2,-58.1,-65.1,,-64.8,-62.0,-43.7,-55.5,-57.9
4,4,2,-60.0,-64.2,-70.9,-65.9,-55.9,-45.9,-50.1,-58.5
4,4,2,-63.7,-61.1,-73.1,-70.1,-61.6,-44.2,-51.2,-57.2
4,4,2,-62.7,-64.8,,-67.1,-58.0,-46.7,-54.6,-54.4
4,4,2,-63.5,-67.8,-70.6,-64.5,-57.8,-44.2,-51.0,-56.8
6,4,2,-59.8,-59.6,-71.3,-66.5,-58.4,-45.2,-50.4,-52.0
6,4,2,-61.4,-60.6,-67.6,-66.4,-57.7,-47.9,-54.4,-51.7
6,4,2,-62.5,-60.3,-72.0,-65.4,-60.5,-53.1,-51.8,-56.4
6,4,2,-70.4,-60.3,-66.1,,-60.7,-52.1,-55.2,-54.6
6,4,2,-64.3,-61.9,-70.1,-67.3,-57.2,-47.0,-55.4,-52.7
6,4,2,-62.3,-60.6,-71.5,-63.1,-57.5,-45.9,-52.3,-55.6
6,4,2,-63.1,-62.9,-68.2,-68.9,-60.1,-48.2,-56.0,-55.4
6,4,2,-63.5,-60.1,-69.0,-66.2,-60.2,-52.4,-51.2,-54.4
6,4,2,-61.3,,-74.1,-65.9,-54.3,-53.3,-54.6,-52.9
6,4,2,-60.9,-64.3,-70.3,-67.3,-59.8,-48.9,-52.9,-52.0
6,4,2,-64.1,-66.3,-68.7,-69.1,-59.4,-48.0,-51.3,-54.8
6,4,2,-68.9,-63.3,-72.7,-66.4,-55.1,-46.5,-51.6,-51.9
8,4,2,-65.8,-57.4,-73.3,-66.8,-52.6,-52.5,-50.6,-51.1
8,4,2,-62.6,-57.7,-68.9,,-54.8,-47.3,-55.7,-52.8
8,4,2,-68.4,-62.6,-69.4,-64.1,-54.8,-50.9,-51.8,-54.2
8,4,2,-69.1,-60.4,-71.0,-63.9,-55.8,-54.1,-51.1,
8,4,2,-65.9,-56.9,-69.1,-67.2,-56.6,-50.8,,-55.1
8,4,2,-68.7,-59.0,-69.2,-66.4,-59.5,-52.0,-51.3,-50.5
8,4,2,-68.9,-57.2,-65.6,-65.6,-54.4,-52.7,-53.4,-51.9
8,4,2,-68.3,-62.1,-71.3,-68.3,-60.9,-52.5,-51.3,-54.0
8,4,2,-69.4,-57.7,-69.3,-70.5,-58.7,-50.7,-55.3,-56.1
8,4,2,-67.6,-58.8,-66.1,-66.7,-59.3,-53.3,-51.1,-51.1
8,4,2,-66.8,-54.6,-68.2,-65.0,-51.1,-51.6,-52.8,-52.2
8,4,2,-67.0,-60.1,-68.3,-71.6,-56.4,-51.4,,-54.6
10,4,2,-70.5,-59.3,-65.5,-67.1,-55.4,-54.5,-51.8,-46.4
10,4,2,-64.7,-55.3,-64.3,,-57.1,-54.4,-50.3,-48.6
10,4,2,-69.2,-56.4,-68.5,-66.4,-52.8,-50.6,-49.6,-47.2
10,4,2,-70.9,-59.2,-67.3,-68.0,,-55.4,-51.4,-53.5
10,4,2,-70.6,-60.1,-62.2,-75.3,-55.6,-56.5,-51.6,-50.9
10,4,2,-67.2,-57.9,-70.2,-69.6,-55.6,-52.2,-52.7,-52.0
10,4,2,-70.2,-59.5,-69.2,-72.2,-59.9,-53.3,-50.8,-50.6
10,4,2,-67.2,-58.4,-64.7,-70.2,-56.8,-54.9,-50.4,-47.9
10,4,2,-73.0,-62.2,-64.6,-72.0,-56.3,-53.5,-50.4,-49.0
10,4,2,-69.6,-57.5,-66.3,-71.9,-55.6,-50.5,-52.9,-49.4
10,4,2,-66.1,-56.3,-65.2,-71.3,-57.3,-54.6,-52.6,-49.6
10,4,2,-71.4,-56.9,-71.0,-70.8,-51.0,-55.9,-53.9,-50.6
12,4,2,-73.5,,-64.9,-69.5,-52.9,-53.6,-53.3,
12,4,2,,-60.5,-61.5,-70.1,-53.9,-56.7,-49.0,-45.5
12,4,2,-67.3,-62.2,-60.2,-71.4,-50.9,-58.9,-47.7,-45.6
12,4,2,-70.5,-62.3,-60.3,-70.2,-59.6,-58.0,-48.1,-46.0
12,4,2,-72.5,-66.1,-68.5,-71.8,-53.9,-57.0,-52.4,-47.3
12,4,2,-70.5,-59.0,-63.2,-71.5,-55.0,-53.9,-53.3,-46.2
12,4,2,-70.2,-58.7,-62.9,-72.8,-53.8,-57.9,-51.1,-47.3
12,4,2,-68.1,-60.3,-63.9,-69.9,-52.7,-54.7,-55.2,-46.3
12,4,2,-74.3,-60.5,-62.2,-73.2,-54.1,-58.3,-51.4,-43.1
12,4,2,-71.0,-62.4,-63.8,-71.2,-53.0,-55.2,,-44.4
12,4,2,,-64.7,-64.9,-68.6,-54.4,,-51.4,-48.7
12,4,2,-74.7,-59.0,-65.0,-68.5,-50.8,-58.9,-55.6,-44.6
14,4,2,-70.3,-64.1,-53.4,-73.8,-52.3,-59.0,-51.6,-43.9
14,4,2,,-64.3,-57.1,-73.9,-52.0,-57.0,-52.3,-45.3
14,4,2,-76.2,-64.0,-60.5,-76.3,-51.3,-57.2,-52.8,-48.2
14,4,2,-74.8,-63.6,-58.7,-75.6,-52.0,-60.0,-56.3,-45.9
14,4,2,-72.0,-63.5,-60.2,-69.9,,-55.2,-54.7,-42.9
14,4,2,-73.8,-64.4,,-75.7,-54.2,-58.9,-51.3,-44.1
14,4,2,-73.0,-61.5,-60.5,-72.0,-54.3,-58.3,-55.6,-43.9
14,4,2,-75.6,-60.2,-57.1,-75.9,-52.5,-56.8,-50.9,-45.6
14,4,2,-74.0,-60.7,-58.8,-72.3,-54.0,-59.1,-53.5,-42.6
14,4,2,-74.4,-66.3,-59.1,-74.2,-52.6,-60.5,-54.4,-42.6
14,4,2,-71.3,-66.1,-55.2,,-50.7,-58.4,-52.3,-45.5
14,4,2,-73.0,-62.7,-58.3,-68.7,-52.1,-60.2,-54.0,-40.3
16,4,2,-75.0,,-51.5,-73.3,-49.6,,-55.3,-42.8
16,4,2,-72.9,-69.9,,-70.6,-52.9,-57.3,-54.1,-40.2
16,4,2,-70.0,-66.4,-52.3,-74.7,-52.8,-57.9,-51.9,-42.9
16,4,2,,-64.2,-52.9,-74.8,-49.5,-57.0,-53.5,-36.8
16,4,2,-72.2,-64.1,-53.5,-71.9,-52.4,-57.4,-51.3,-44.4
16,4,2,-77.6,-64.5,-49.4,-76.0,-52.2,-56.6,-52.6,-39.3
16,4,2,-72.0,-67.6,-48.5,-71.6,-52.1,-64.5,-57.2,-44.5
16,4,2,-74.4,-71.8,-47.7,-77.1,-50.6,-60.2,-55.7,-41.9
16,4,2,-75.8,-66.9,-48.8,-79.5,-53.1,-60.4,,
16,4,2,-76.2,-71.2,-48.4,-72.9,-48.8,-56.6,-52.4,-43.1
16,4,2,-77.5,-64.8,-51.0,-76.5,-50.7,-58.4,-54.9,-44.6
16,4,2,-76.8,-63.2,-47.9,-72.1,-53.2,-59.2,-58.5,-42.2
18,4,2,-78.5,-71.6,-50.1,-73.0,-50.3,-60.9,-58.0,-45.8
18,4,2,-74.3,-68.0,-49.0,-74.8,-51.7,-56.9,-58.8,-44.7
18,4,2,-73.1,-65.9,-48.8,-76.9,,-56.3,-57.3,-44.9
18,4,2,-74.8,-73.3,-55.2,-73.8,-49.4,-63.6,-55.4,-43.3
18,4,2,-75.8,-68.8,-50.7,-79.5,-53.1,-61.1,-57.5,-49.4
18,4,2,-76.1,-69.3,-49.3,-74.3,-49.3,-62.0,-58.8,-47.9
18,4,2,-75.1,-71.4,-49.8,-74.4,-51.0,-58.0,-55.6,-47.3
18,4,2,-74.1,-65.7,-46.8,-75.0,-50.4,-58.1,-57.7,-42.2
18,4,2,-77.2,-70.2,-48.1,-75.9,-52.8,-60.2,-58.0,-41.7
18,4,2,-76.8,-69.8,-49.9,-72.5,-50.1,-59.3,-55.6,-45.4
18,4,2,-73.6,-71.9,-47.3,-75.4,-52.2,-55.4,-56.7,-45.3
18,4,2,-75.5,-71.9,-53.7,-73.2,-54.0,-57.3,-52.9,-46.0
0,8,2,-67.1,-69.3,-76.7,-58.9,-64.8,-35.5,-55.6,-57.8
0,8,2,-65.9,-71.4,-73.3,-62.8,-61.2,-34.7,-57.9,-56.4
0,8,2,-66.5,-73.3,-74.7,-60.4,-59.0,-34.6,-54.7,
0,8,2,-66.4,-72.1,-77.1,-57.5,-59.4,-36.4,-56.1,-57.2
0,8,2,-66.5,-71.8,-77.5,-59.9,,-36.8,-51.9,-59.5
0,8,2,-69.4,-71.2,-80.9,-63.8,-59.2,-39.5,-59.8,-64.4
0,8,2,-68.1,-70.6,-75.7,-64.6,-61.9,-33.2,-54.9,
0,8,2,-66.3,-71.7,-75.5,-59.9,-63.6,-34.6,-57.2,-56.4
0,8,2,-66.3,,-78.9,-64.0,-58.6,-36.0,-54.0,-58.2
0,8,2,-65.1,-71.9,-73.5,-62.8,-63.9,-34.2,-56.6,-59.3
0,8,2,-66.2,-72.2,-75.6,-62.5,-63.4,-35.3,-52.2,-54.1
0,8,2,-66.6,,-74.7,-63.5,-56.5,-36.9,-57.3,-51.6
2,8,2,-68.4,-68.3,-75.4,-60.1,-60.3,-35.9,-52.2,-59.7
2,8,2,-67.7,-71.7,-71.8,-53.9,-58.7,-36.8,-50.9,-56.7
2,8,2,-65.1,-70.8,,-54.5,-58.7,-35.8,,-59.1
2,8,2,-61.1,-66.3,-69.9,-59.0,-61.7,-37.4,-51.3,-59.6
2,8,2,-69.2,-72.2,-73.4,-59.7,-57.8,-36.0,-56.1,-56.3
2,8,2,-65.2,-66.9,-75.6,-60.8,-59.2,-36.6,,-61.3
2,8,2,-67.1,-69.4,-73.9,-58.0,-60.5,-32.9,-55.1,-61.8
2,8,2,-65.9,-66.9,-74.9,-54.8,-57.9,-36.5,-55.4,-59.9
2,8,2,-67.3,-70.0,-73.1,-58.8,-57.1,-33.7,-53.1,-56.7
2,8,2,-64.8,-71.8,-72.8,-58.5,-55.7,-35.1,-49.8,-55.3
2,8,2,-67.6,-68.7,-75.0,-57.8,-62.4,-38.3,-49.5,-60.0
2,8,2,-61.3,-71.3,-69.7,-59.3,-59.2,-35.5,-54.2,-54.3
4,8,2,-65.2,-67.7,-72.5,-62.5,-57.2,-46.6,-49.2,-58.4
4,8,2,-66.4,-69.2,-71.5,-56.6,-56.8,-43.4,-51.3,-59.4
4,8,2,-64.7,-65.9,-68.1,-59.1,-55.7,-43.7,-52.5,-57.0
4,8,2,-66.3,-72.1,-69.9,-58.5,-55.7,-45.9,-52.4,-56.2
4,8,2,-67.6,-70.2,-76.5,-56.5,-54.7,-41.1,-52.3,-59.4
4,8,2,-68.0,-71.2,-77.9,-59.1,-61.2,-45.6,-46.8,-55.1
4,8,2,-65.4,-69.8,-75.1,-55.3,-63.0,-44.2,,-60.9
4,8,2,-62.0,-67.7,-71.7,-61.9,-57.0,-45.3,-50.3,-57.4
4,8,2,-67.6,-64.6,-74.7,-59.1,-56.2,-47.4,-52.3,-60.1
4,8,2,-66.8,-69.4,-73.9,-56.1,-58.2,-40.1,-46.7,-59.9
4,8,2,-65.1,-66.6,-76.3,-59.9,-58.4,-44.9,-48.0,-59.2
4,8,2,-69.4,-68.9,-69.0,-59.6,-58.7,-43.9,-46.9,-56.9
6,8,2,-72.7,-67.1,-70.8,,-56.3,-47.8,-48.8,-54.9
6,8,2,-66.8,-69.6,-67.7,-61.9,-55.7,-49.9,-44.7,-57.1
6,8,2,-65.6,-64.0,-72.4,-61.7,-58.8,-48.4,-49.2,-58.4
6,8,2,-74.5,-69.4,-68.4,-60.4,-55.0,-48.7,-44.5,-55.6
6,8,2,-68.8,-68.0,-68.0,-62.6,-57.8,-53.3,-49.0,-55.5
6,8,2,-72.6,-69.2,-74.5,,-59.0,-50.5,-43.4,-56.7
6,8,2,-68.7,-68.9,-70.7,-60.2,-55.6,-47.6,-44.4,-57.0
6,8,2,-67.2,-65.7,-72.5,-65.8,-57.6,-47.4,-48.4,
6,8,2,-73.4,-71.1,-68.5,,-56.7,-47.9,-43.0,-60.6
6,8,2,-67.9,-65.9,-68.8,-63.0,-57.5,-52.6,-46.2,-56.8
6,8,2,-63.4,-68.6,-71.8,-59.5,-54.2,-49.8,-41.9,-58.8
6,8,2,-70.3,-65.7,-72.4,-59.7,-55.5,-46.2,-42.9,-58.2
8,8,2,-69.4,-67.4,-70.6,-62.2,-56.7,-49.8,-44.9,-54.4
8,8,2,,-66.2,-72.3,-65.7,-54.0,-55.3,-38.4,-53.5
8,8,2,-67.7,-68.2,-70.1,-64.8,-53.8,-51.7,-43.7,-57.6
8,8,2,-71.4,-71.1,-66.8,-66.8,,-48.5,-42.6,
8,8,2,-69.7,-62.5,-65.4,-64.9,-53.3,-51.2,-41.8,-56.5
8,8,2,-70.9,-67.6,-70.0,-61.3,-55.3,-46.9,-46.0,-56.7
8,8,2,-73.0,-65.5,-65.9,-61.5,-56.9,-46.9,-41.5,-55.8
8,8,2,-70.9,-67.0,-65.5,-68.2,-49.4,-46.4,-42.9,-50.8
8,8,2,-69.3,-68.1,-67.6,-62.3,-54.3,-53.0,-48.4,-57.1
8,8,2,-68.1,-67.5,-70.5,-63.8,-53.9,-50.2,-42.9,-55.5
8,8,2,-71.0,-67.0,-70.4,-66.7,-52.0,-47.1,-42.2,-53.9
8,8,2,-68.4,-70.0,-71.4,-66.7,-50.1,-54.3,-45.3,-56.5
10,8,2,-72.8,-67.9,-66.2,-67.9,-50.4,-51.5,-39.0,
10,8,2,-70.9,-67.7,-68.8,-67.7,-55.4,-49.8,-43.7,-55.9
10,8,2,-72.3,-64.6,-67.0,-65.9,-53.9,-56.6,-43.3,-55.7
10,8,2,-70.6,-65.7,-65.4,-70.6,-51.7,-51.3,-44.9,-53.6
10,8,2,-73.8,-64.4,-68.5,-67.8,-51.6,-51.9,-40.0,-49.8
10,8,2,-74.0,-68.9,,-68.2,-48.2,-52.6,-43.1,-52.3
10,8,2,-74.5,-62.9,-70.7,-66.7,-56.7,-55.8,-46.5,-54.1
10,8,2,-77.5,-65.3,-64.1,-67.8,-52.2,-55.2,-43.3,-53.1
10,8,2,-68.7,-67.8,-62.0,-68.3,-47.7,-54.4,-44.2,-51.4
10,8,2,-70.5,-69.7,-68.6,-72.5,-52.2,-54.4,-41.4,-49.7
10,8,2,-76.2,-67.2,-65.7,-66.8,-52.9,-53.8,-44.4,-53.3
10,8,2,-68.3,,-70.8,-64.0,-53.9,-57.0,-41.2,-56.6
12,8,2,-69.4,-68.5,-65.1,-64.6,-50.6,-57.7,-45.0,-56.0
12,8,2,-73.5,-66.4,,-69.7,-47.5,-58.2,-44.7,-54.0
12,8,2,-71.8,-66.6,-64.6,-70.4,-45.7,-55.9,-44.7,-51.4
12,8,2,-70.5,-61.1,-65.4,-66.3,-49.5,-55.8,-44.7,-50.1
12,8,2,-72.9,-68.1,-63.3,-69.5,-51.7,-57.6,-44.8,-55.5
12,8,2,-71.0,-67.6,-62.7,-68.7,-49.2,-56.8,-42.8,-52.0
12,8,2,-70.8,-68.3,-63.0,-68.8,-49.7,-58.5,-49.6,-44.7
12,8,2,-70.7,-66.7,-60.8,-71.4,-47.7,-57.4,-46.9,-52.0
12,8,2,-69.5,,-63.8,-72.6,-49.2,-55.1,-46.7,-51.9
12,8,2,-70.0,-68.1,-65.0,-71.8,-48.9,-56.1,-47.5,-50.0
12,8,2,-68.9,,-65.1,-68.3,-50.6,-55.5,-47.1,-56.2
12,8,2,-71.9,-67.4,-64.1,-67.6,-51.5,-51.5,-49.2,-53.3
14,8,2,-72.5,-67.1,-61.0,-68.4,,-57.5,-46.6,-49.5
14,8,2,-76.9,-68.3,-61.7,-68.9,-46.6,-56.4,-49.5,-48.4
14,8,2,-75.1,-68.4,-58.5,-71.6,-49.8,-62.0,-50.0,-55.1
14,8,2,-74.7,-64.7,-59.7,,-48.6,-60.7,-48.6,-52.2
14,8,2,-77.0,-70.6,-62.0,-67.9,-42.6,-53.7,-51.6,-52.2
14,8,2,-76.8,-69.5,,-67.6,-49.0,-58.8,-49.9,-52.7
14,8,2,-72.3,-66.3,-61.3,-77.2,-46.4,-60.2,-51.0,-53.3
14,8,2,-72.9,-70.7,-61.5,-69.7,-42.4,-56.3,-49.3,-50.0
14,8,2,-75.8,-68.5,-57.7,-70.9,-47.3,-60.3,,-48.7
14,8,2,-75.7,-69.5,-60.8,-68.7,-47.0,-54.9,-48.7,-48.7
14,8,2,-74.0,,-64.0,-73.2,-46.2,-57.1,-48.6,-52.6
14,8,2,-72.3,-71.4,-61.9,-70.7,-45.2,-58.8,-49.3,-50.2
16,8,2,-75.7,-73.3,-58.4,-77.8,-42.6,-62.2,,-51.5
16,8,2,,-69.8,-59.2,-78.4,-47.1,-63.7,-52.9,
16,8,2,-74.1,-69.1,-53.6,-73.4,-39.8,-60.2,-51.8,-50.6
16,8,2,-72.5,,-59.2,-73.2,-45.2,-57.8,,-51.2
16,8,2,-78.1,-74.5,-58.8,-74.3,-42.1,-59.4,-51.6,-51.6
16,8,2,-78.2,-71.1,-58.6,-74.7,-42.3,-61.6,-52.7,-54.3
16,8,2,-77.5,-68.3,-58.4,-74.1,-44.5,-61.1,-52.3,-50.3
16,8,2,-77.6,-69.1,-61.2,-68.8,-45.2,-56.5,-57.7,-54.2
16,8,2,-78.3,-67.4,-61.1,-73.6,-48.5,-60.7,-51.7,-54.0
16,8,2,-78.7,-66.2,-58.1,-70.9,-41.0,-57.1,,-52.4
16,8,2,-76.1,-69.9,-56.9,-73.4,-44.5,,-51.2,-51.3
16,8,2,-73.5,-69.2,-59.9,-71.1,-44.6,-58.1,-55.3,-51.1
18,8,2,,-70.9,-57.1,-75.9,-44.7,-63.2,-55.0,-52.2
18,8,2,-74.0,-72.7,-59.1,-77.7,-43.5,,-55.9,-48.7
18,8,2,-76.4,-71.1,-57.5,-79.3,-46.8,-59.5,-54.9,-52.9
18,8,2,-80.8,-71.0,-59.0,-72.3,-42.7,,-53.8,-56.2
18,8,2,-74.7,-70.9,-57.6,-75.6,-42.6,-60.9,-51.8,-53.2
18,8,2,-76.2,-71.7,-59.2,-75.0,-45.7,-61.1,-52.5,-52.9
18,8,2,-72.3,-73.8,-61.4,-75.6,-44.7,-59.1,-53.6,-50.2
18,8,2,-75.4,,-54.9,-72.8,-43.8,-60.5,-50.6,-54.4
18,8,2,-78.6,-70.9,-60.3,-76.3,-41.7,-58.4,-61.0,-52.8
18,8,2,-76.0,-75.5,-58.6,-73.5,-43.4,-60.8,-56.8,-50.4
18,8,2,-74.0,-69.1,-60.7,-77.2,-44.4,,-53.6,-51.9
18,8,2,-77.4,-73.0,-56.8,-78.8,-44.4,-58.6,-57.8,-49.4
0,12,2,-68.3,-74.9,-77.0,-58.3,-63.4,-48.6,-54.3,-59.4
0,12,2,-67.0,-76.2,-77.5,-54.6,-60.5,-46.0,-53.1,-62.0
0,12,2,-71.8,-75.4,-75.2,-61.3,-58.1,-50.5,-53.3,-62.4
0,12,2,-70.9,-71.0,-77.3,-58.8,-56.4,,-52.1,-56.4
0,12,2,-68.1,-73.7,-75.9,-57.8,-62.4,-49.7,-53.1,-59.3
0,12,2,-70.0,-75.0,-75.0,-63.4,,-50.1,-55.3,-62.4
0,12,2,-73.1,-75.4,-75.4,-59.6,-59.6,-44.4,-58.1,-64.8
0,12,2,-69.3,-73.7,-75.2,-59.8,-59.6,-46.9,-55.0,-58.5
0,12,2,-70.8,-72.5,-79.5,-57.2,-62.3,-46.4,-57.9,-61.0
0,12,2,-74.0,-73.5,-78.5,-56.0,-63.1,-45.6,-55.4,-60.3
0,12,2,,-75.0,-76.0,-55.1,-61.9,-47.0,-54.8,-66.0
0,12,2,-70.7,-71.4,-74.0,-54.7,-58.7,-52.2,-53.9,-62.2
2,12,2,-71.2,-73.3,-76.8,-49.9,-57.7,-49.1,-51.4,-59.4
2,12,2,-69.8,-78.0,-80.0,-52.0,-58.6,-49.6,-48.3,-57.9
2,12,2,-74.6,-71.8,,-51.1,,-50.9,-50.4,-59.9
2,12,2,-68.0,-69.4,-75.3,-48.8,-59.0,-45.1,-51.6,-60.3
2,12,2,-72.0,-74.6,-80.6,-51.3,-61.8,-50.4,-53.8,-60.6
2,12,2,-70.5,-74.1,-75.9,-47.6,-60.4,,-54.4,-59.1
2,12,2,-70.1,-76.2,-75.0,-50.1,-61.5,-48.1,-53.8,-59.8
2,12,2,-67.0,-75.7,-77.2,-50.0,-60.8,-49.5,-47.5,-62.1
2,12,2,-69.3,-68.0,-72.9,,,-45.7,-50.8,-62.6
2,12,2,-68.5,-71.8,-78.8,-50.2,-59.5,-51.1,-49.6,-61.2
2,12,2,-71.3,-74.4,-73.2,-49.3,-60.9,-43.1,-55.1,-58.3
2,12,2,,-67.8,-73.9,-51.8,-65.2,-47.0,-49.4,-59.1
4,12,2,-67.1,-72.4,-78.2,-52.1,-59.0,-51.9,-51.1,-61.2
4,12,2,-71.2,-67.9,-72.2,-51.1,-54.9,-48.7,-47.0,-61.9
4,12,2,-68.9,-72.6,-75.9,-51.0,-58.1,-48.8,-47.5,-59.8
4,12,2,-75.0,-70.3,-68.8,-49.5,-55.8,-51.4,-51.8,-57.0
4,12,2,-70.7,-70.8,-73.1,,-60.1,-50.3,-47.1,
4,12,2,-70.8,-70.8,-75.5,-54.2,-53.1,-48.4,-54.0,-62.7
4,12,2,-70.8,-70.6,-71.6,-48.6,-56.8,-51.2,-48.5,-56.3
4,12,2,,-74.0,-75.6,-53.4,-59.5,-49.7,-47.7,-60.9
4,12,2,-72.1,-70.4,-71.3,-49.1,-58.8,-49.2,-49.4,-62.1
4,12,2,-69.0,-69.7,-78.3,-53.2,-56.4,-49.3,-44.0,-58.6
4,12,2,-74.5,-71.8,-74.4,-49.4,-59.3,-48.7,-48.4,-59.7
4,12,2,-73.5,-70.6,-72.7,-51.5,-54.7,-51.5,-50.6,-62.0
6,12,2,-69.4,-71.3,-72.2,-56.6,-58.7,-51.6,-45.8,-60.5
6,12,2,-71.1,-73.6,-76.2,-59.4,-58.6,-49.8,-39.8,-62.0
6,12,2,-71.7,-69.4,-73.6,-55.5,-54.6,-52.5,-38.3,-57.1
6,12,2,-76.9,-68.9,-71.6,-61.0,-52.3,-52.7,-44.1,-58.9
6,12,2,-72.8,-72.8,-69.8,-58.7,-55.0,-48.4,-43.1,-58.7
6,12,2,-72.1,-68.1,-71.4,-59.3,-54.3,-52.3,-37.8,-55.9
6,12,2,-70.3,-71.3,-67.3,-60.5,-53.3,-48.9,-41.1,-56.2
6,12,2,-71.4,-73.3,-69.3,-59.7,-52.3,-52.3,-45.0,-56.3
6,12,2,-68.2,-71.5,-75.5,-56.1,-55.4,-52.9,-43.0,-62.1
6,12,2,-71.4,-68.1,-72.4,-60.7,,-50.9,-38.4,-58.9
6,12,2,-68.9,-76.3,-71.0,-61.0,-54.3,-49.6,,-55.9
6,12,2,-72.7,-69.6,-72.2,-59.1,-54.9,-50.2,-44.7,-56.6
8,12,2,-71.0,,-69.4,-63.5,-51.3,-54.7,-34.0,-56.7
8,12,2,-72.0,-69.6,-72.0,-59.1,-51.5,-56.6,-36.1,-59.4
8,12,2,-69.7,-73.2,-74.1,-61.7,-49.1,-51.2,-37.9,-57.3
8,12,2,-72.9,-68.1,-70.1,-62.6,,-55.8,-35.8,-58.9
8,12,2,,-71.4,-71.9,-59.4,-54.7,-53.7,-34.5,-55.1
8,12,2,-76.7,-73.6,-70.6,-64.2,-60.1,-53.4,-35.5,-56.5
8,12,2,-70.3,-68.7,-67.7,-63.3,-53.0,-52.4,-37.5,
8,12,2,-71.5,-70.1,-70.3,-67.6,-55.8,-56.3,-36.5,-58.8
8,12,2,-70.6,-73.5,-72.9,-62.6,-53.2,-57.6,-35.2,-56.6
8,12,2,-71.0,-67.6,-69.1,-62.3,-52.7,-49.3,-35.8,-55.2
8,12,2,-72.0,-74.1,-74.3,-64.3,-55.2,-52.3,-37.3,-57.8
8,12,2,-71.6,-71.3,-71.1,-57.7,-58.5,-55.7,-35.3,-57.7
10,12,2,-74.5,,-69.5,-65.5,-51.6,-51.3,-38.2,-61.8
10,12,2,-75.8,-68.9,-68.6,-68.1,-53.9,-55.2,-31.7,-54.1
10,12,2,-72.9,-68.8,-72.4,-72.0,-51.7,-56.8,-33.5,-58.0
10,12,2,-69.9,-74.0,-70.6,-67.2,-51.7,-60.5,-35.7,-55.6
10,12,2,-71.2,-72.1,-69.1,-67.2,-51.6,-55.3,-35.4,-59.7
10,12,2,-70.7,-71.3,-69.2,-68.0,-50.9,-56.6,,-55.9
10,12,2,-73.9,-73.1,-68.7,-68.6,-50.4,-53.5,-33.5,-53.1
10,12,2,-73.0,-70.3,-70.3,-67.8,-49.5,-57.1,-32.6,-57.6
10,12,2,-72.1,-73.6,-71.2,-66.1,-52.7,-52.5,-34.7,-58.1
10,12,2,-74.4,-70.8,-69.4,-66.0,-49.8,-57.5,-36.4,-60.8
10,12,2,-70.7,-73.8,-68.2,-68.7,-49.2,-53.9,-39.4,-58.1
10,12,2,-72.9,-72.0,-68.8,-65.9,-52.1,-56.0,-38.3,
12,12,2,-73.9,,-68.3,-69.5,-47.2,-59.6,-42.5,-56.6
12,12,2,-77.1,-68.5,-69.8,-75.5,-47.6,-59.4,-42.0,-54.0
12,12,2,-76.2,-71.8,-66.1,-65.7,-46.2,-56.3,,-55.8
12,12,2,-74.4,-69.3,-71.2,-69.3,-48.2,-55.6,-44.9,-53.4
12,12,2,-73.9,-73.4,-69.0,-69.5,-46.5,-59.1,-40.4,-56.0
12,12,2,-73.2,-72.0,-67.4,-68.7,-46.3,,-44.7,-57.5
12,12,2,-72.0,-72.1,-71.2,-66.4,-48.4,-55.6,-44.8,-57.6
12,12,2,-76.1,-74.4,-68.4,-66.7,-48.7,-59.6,-43.3,-57.2
12,12,2,-76.0,-65.3,-68.5,-72.7,-49.6,-56.0,-44.2,-58.0
12,12,2,-73.5,-71.2,-68.8,-67.2,-53.2,-57.1,-45.4,-54.2
12,12,2,-72.5,-71.5,-68.1,-69.7,-48.6,-57.6,-42.2,-57.1
12,12,2,-73.6,-72.8,-69.7,-68.1,-45.8,-55.2,-42.9,-59.0
14,12,2,-77.9,-73.6,-68.9,-69.9,-41.3,-61.1,-50.3,-57.7
14,12,2,-77.2,-70.3,-71.4,,-41.9,,-45.3,-53.6
14,12,2,-79.4,-74.8,-70.7,-70.4,-42.4,-58.5,-45.2,-55.9
14,12,2,-75.0,-73.0,-66.3,-70.5,-44.1,-55.6,-52.4,-55.4
14,12,2,-76.4,-71.1,-69.3,-72.6,-44.7,-56.3,-49.7,-60.1
14,12,2,-78.4,-69.9,-66.9,-73.0,-47.1,-56.8,-47.4,
14,12,2,-73.9,-71.5,-66.6,-68.9,-43.1,-58.7,-49.8,-52.7
